img,Bmean,Gmean,Rmean,Bstd,Gstd,Rstd,crc,ira,irb,irc,ird,c_bb,c_bg,c_br,c_gg,c_gr,c_rr,adhocb1,adhocg1,adhocr1,adhocb2,adhocg2,adhocr2
ISIC_0029756.jpg,150.8766,149.5655,170.8167,19.1919,13.0742,10.8335,0.2920259868653344,0.06023791445203746,4.7731709092738726,2.9767188774223103,57.45575316027306,2008.752108166984,1956.7416442317244,1910.741339572948,2040.8055350475545,2074.582102789204,2195.9195731152445,0.5359423314135955,0.4361090133004734,0.46982887203311813,0.5116629218517789,0.5173571625799066,0.587818946893671
ISIC_0031814.jpg,128.6701,134.4231,178.4364,17.972,16.343,14.559,0.4254987820382178,0.04597865788154408,4.1423665538085315,1.9326480381297961,49.30511161949174,2364.570216118369,2454.1225118530306,2965.1381557617487,2571.823060922167,3122.635078456422,3861.716549723166,0.4134614952241434,0.3733945963944703,0.4420474236578974,0.2554054369384073,0.25712327399507495,0.33121062914502486
ISIC_0030484.jpg,107.7326,104.8828,199.0506,13.3704,11.5132,8.2341,0.2937971631731791,0.03157354724372726,4.068506676664485,4.032454546405661,165.65958105831916,807.041210011793,822.408442408388,923.1856329633583,911.8564596453851,1038.693759721984,1371.5877209685411,0.5848633727822038,0.5367675473881605,0.748095596821743,0.65800625446212,0.6324184406637197,0.7988511670588765
ISIC_0029626.jpg,107.231,110.906,212.8546,10.4127,9.2042,6.4695,0.25170097073030473,0.03162261277329111,4.812944423682047,4.145448508035163,151.71816088897575,665.1702782322619,655.6941095915,524.7067845881941,677.7157837905826,540.4107861128163,469.52243819837463,0.5354385962888094,0.5352209054574356,0.796774965821041,0.6927164273875109,0.7040845843966214,0.888221136505996
ISIC_0026313.jpg,124.6895,120.0998,174.5242,13.9508,10.7293,6.9129,0.2941402063974399,0.04090107737512243,4.597201202925361,2.6057113838991444,82.15332644948043,549.2960957089646,445.3983878636396,273.8513116621164,489.2952624965062,308.15757564120094,206.37781651299827,1.0034380932074047,0.8210760907363814,0.9182454805791368,0.8690798510762969,0.784602875586365,0.9063858286530209
ISIC_0030402.jpg,111.3611,103.5475,192.9391,8.5077,8.8728,7.7032,0.25954869351570115,0.029579272812742953,5.196610653986641,2.7485077000957805,108.90798100539678,432.2772967536454,481.2531667693533,581.6784903591338,570.9562791680763,697.2288707265486,924.0564650638557,0.6831298185678842,0.5415692041803856,0.6972092084839382,0.7079850512283526,0.6220277934637242,0.7702701251196631
ISIC_0031480.jpg,105.2584,110.4708,210.509,9.211,8.2673,6.0867,0.20549735302905886,0.025745580739616095,5.486909440994558,4.877235065287994,203.60720867672632,280.6373990926663,259.5985278206739,158.2308719027557,264.46879613035253,162.6244617406892,121.59697639080741,0.8811898655938943,0.8771627170140326,0.9584077483360808,0.8224937729520098,0.8402937395115093,0.9534033613348541
ISIC_0029940.jpg,89.6733,92.8872,192.1475,11.2195,9.9738,6.2488,0.19892550295857991,0.024284313267641154,4.85071250072666,14.248356696609084,399.8714427283628,538.4502319337631,530.1913531438144,419.6640076017824,546.6231978533958,432.9176457646175,376.94758839736096,0.8537659741441904,0.828881014047236,0.9467794158857742,0.7824541897282287,0.7836457119397079,0.9294502156221824
ISIC_0029480.jpg,155.5586,154.6397,188.4999,26.7002,19.1648,10.7631,0.34051808646211157,0.04564971751412429,4.743758008014819,1.8360116460281908,47.52844176430362,2308.430705810887,1977.3287289045343,1394.7329209764157,1756.6371635283422,1276.1673874325948,970.2367317474286,0.6080046742742616,0.609473778058976,0.7698382501091517,0.5582644533783695,0.6200480113466385,0.7843172081173453
ISIC_0025083.jpg,141.7781,130.7542,163.2732,16.7543,14.2707,8.299,0.19031075942719095,0.03905166836121638,4.761867144689601,6.234437368878709,201.214807968071,943.5531167780497,814.4572314800827,550.5708491271936,723.7452352327076,494.8768759161906,362.3671983120821,1.0484935936117006,1.0446742043503732,1.0423953096976648,0.9118410732563245,0.9318475925326575,0.991982347816032
