img_id,rmean1,bmean1,gmean1,rmean2,bmean2,gmean2,rmean3,bmean3,gmean3,rmean4,bmean4,gmean4,rmean5,bmean5,gmean5,rmean6,bmean6,gmean6,rmean7,bmean7,gmean7,rmean8,bmean8,gmean8,rstd1,bstd1,gstd1,rstd2,bstd2,gstd2,rstd3,bstd3,gstd3,rstd4,bstd4,gstd4,rstd5,bstd5,gstd5,rstd6,bstd6,gstd6,rstd7,bstd7,gstd7,rstd8,bstd8,gstd8,class
ISIC_0024313.jpg,15.83085809,104.0178768,18.35066007,56.28700074,157.0127132,62.46668079,0,0,0,113.2817552,193.9422633,115.0946882,0,0,0,124.7777778,192.1481481,110.2222222,0,0,0,126.3095238,195.047619,118.4880952,6.628665989,18.67098192,7.263618301,31.0079217,20.69937908,26.94267136,0,0,0,5.539200188,3.891589968,2.744348711,0,0,0,1.640535896,3.68885914,1.706921277,0,0,0,4.041381749,6.729297639,7.487281355,Melanoma
ISIC_0024315.jpg,58.51963098,86.59729672,51.55712293,90.81064436,128.2033275,87.81533229,116.5,112.5,107.5,114.1490313,129.7242921,105.3889717,121.25,111,94.75,122.1774194,129.7387097,100.5032258,0,0,0,125.1581921,130.740113,109.259887,21.30463724,21.73942456,17.42611855,18.47333927,8.66553418,11.25941917,2.5,1.5,0.5,4.253007504,6.076265673,2.00352833,0.829156198,1.870828693,4.145780988,2.020253845,4.92388369,1.958848225,0,0,0,7.852298459,8.630534807,9.395889592,Melanoma
ISIC_0024351.jpg,45.36586863,149.5233272,51.95764273,69.08121324,184.4663223,83.48726322,0,0,0,101.642456,198.7785859,115.5589986,0,0,0,118,174,103,0,0,0,121.4590249,202.5337137,124.5746888,7.112484907,10.52318798,7.472728291,12.12481458,10.26552848,13.63854651,0,0,0,9.245699212,4.113403636,6.153530474,0,0,0,0,1,1,0,0,0,3.234664021,3.934355582,4.821569622,Melanoma
ISIC_0024449.jpg,54.29247024,106.268104,53.40323029,82.79011086,157.1160304,89.59284526,0,0,0,120.3863636,189.9090909,124.25,0,0,0,138.3648649,168.9864865,113.3108108,0,0,0,191.1138211,211.8617886,170.6260163,14.83001172,24.79403987,14.44325605,12.68140521,11.41445127,10.83606627,0,0,0,5.502957507,3.685463964,1.597227712,0,0,0,10.50813626,12.38404951,7.457855781,0,0,0,49.17170897,28.73832749,50.77871623,Melanoma
ISIC_0024459.jpg,0,0,0,15.5,45.5,0.5,0,0,0,80.40356283,105.9097124,75.76265593,0,0,0,0,0,0,0,0,0,148.1143132,145.1114313,128.3419789,0,0,0,14.5,4.5,0.5,0,0,0,16.71559906,26.06313729,17.37123715,0,0,0,0,0,0,0,0,0,30.35368515,23.55684918,27.58168822,Melanoma
ISIC_0024481.jpg,0,0,0,78.43338954,135.6636955,89.80197543,0,0,0,106.8713684,155.2109115,119.1213129,0,0,0,119.6764706,152.4411765,108.8627451,0,0,0,133.3275,166.7628261,133.1691304,0,0,0,24.41740502,15.7898488,19.21029586,0,0,0,7.06741911,4.412436887,6.133298653,0,0,0,3.683992306,2.447782227,1.283677436,0,0,0,10.9268827,6.707154572,9.901278096,Melanoma
ISIC_0024496.jpg,0,0,0,56.71006037,133.8834407,57.36673324,0,0,0,99.64736842,159.8157895,102.8105263,0,0,0,115.9318182,148.5984848,94.87878788,0,0,0,134.8549618,160.410687,119.6335878,0,0,0,21.97045985,24.87982317,21.63947525,0,0,0,8.73027813,9.107126369,3.687231844,0,0,0,3.608057443,14.27270114,3.147943781,0,0,0,16.68638524,12.59640838,15.84967845,Melanoma
ISIC_0024516.jpg,26.08668555,117.9382436,39.34447592,68.35209373,151.6668437,76.88315458,0,0,0,92.30206061,166.5803636,99.20848485,106.8571429,67.57142857,66.71428571,99.60392157,162.4980392,93.38039216,127.5,106.5,106.5,105.2773184,169.7759155,106.7418783,8.328446665,15.65752936,7.859912226,15.16076547,9.156601157,12.41459485,0,0,0,3.92550734,2.773450294,2.993961722,6.468132242,36.84662087,15.91687591,2.087306246,7.369717854,2.063788598,0.5,10.5,6.5,6.072353617,5.495735497,5.714909405,Melanoma
ISIC_0024537.jpg,0,0,0,78.09491969,140.1825555,80.0543186,0,0,0,101.6770357,158.56871,107.7401647,0,0,0,118.0244574,154.466524,95.99113421,0,0,0,121.0246346,158.4375103,110.7685991,0,0,0,18.11744813,15.61937298,16.10421329,0,0,0,7.430814997,4.699408178,3.434048178,0,0,0,3.787864717,6.052255994,4.238413916,0,0,0,9.691414686,5.303290758,5.878735101,Melanoma
ISIC_0024545.jpg,67.68171781,82.00545153,53.14070479,70.67984771,175.3808697,97.8445439,126.3333333,126.4,131.6,109.5534224,197.1227045,134.9599332,141.8754804,114.1475788,110.9277479,139.2920635,165.0285714,122.2571429,153.6219512,127.4390244,133.8495935,182.840407,178.4261603,171.0528667,24.39314658,23.63908836,20.92712966,22.22298883,16.79033417,16.86646651,3.645392831,4.687572222,2.215099697,12.39385925,17.87390826,5.473572629,9.423906499,10.87415488,12.05359567,8.405804903,20.6062668,5.061579974,13.22319984,4.303801197,4.74103131,32.86664007,28.39288101,27.86116762,Melanoma
ISIC_0024546.jpg,65.72013305,164.6047307,73.76512982,91.66991117,183.0312821,99.03896332,0,0,0,108.1720675,190.1132833,115.3780129,120.1650485,168.7281553,100.3592233,118.5884956,185.469764,106.879056,142,170,115.6,122.0078795,190.2943221,119.092584,14.80718816,7.75362703,11.38383499,10.59343367,4.740062636,7.667592024,0,0,0,3.364881592,2.925749651,2.557477189,5.324603249,4.431121567,5.436043623,4.599312227,5.183204121,4.037815824,11.52388823,2.828427125,4.317406629,7.345310611,3.654683526,4.115806591,Melanoma
ISIC_0024552.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.17625766,127.2665041,68.80190096,87.24521953,160.9126984,98.16170055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15354286,20.58868585,15.25381146,13.135443,7.276413826,8.334677239,Melanoma
